StockCode,Description,TotalRevenue,TotalCustomers,TotalSalesQuantity,TotalReturnQuantity,TotalOrders,TotalMonths,TotalReturnValue,TotalNetRevenue,AveragePrice,ReturnRate,QuantityPerOrder,RevenuePerOrder,SalesDays,SalesVelocity,KMeansClusters
22964,3 PIECE SPACEBOY COOKIE CUTTER SET,5026.240000000001,218,2510,14,303,12,29.400000000000002,4996.84,2.133267973856209,0.005546751188589541,8.0,16.49,373,6.766756032171582,3
22965,3 TRADITIONAL COOKIE CUTTERS  SET,304.20000000000005,4,162,0,4,2,0.0,304.20000000000005,2.0375,0.0,40.0,76.05,371,0.4366576819407008,2
22965,3 TRADITIONAl BISCUIT CUTTERS  SET,2418.0200000000004,169,1154,26,206,12,54.60000000000001,2363.42,2.1270048309178744,0.022033898305084745,6.0,11.47,371,3.1805929919137466,3
22966,GINGERBREAD MAN COOKIE CUTTER,8615.130000000001,388,7196,5,556,11,6.25,8608.880000000001,1.2613756613756615,0.0006943480072212193,13.0,15.48,373,19.305630026809652,3
22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,3224.65,122,1159,22,135,7,64.9,3159.75,2.9292592592592595,0.018628281117696866,9.0,23.41,328,3.600609756097561,3
22968,ROSE COTTAGE KEEPSAKE BOX ,6565.0,118,728,20,154,12,188.85,6376.15,9.714610389610389,0.026737967914438502,5.0,41.4,349,2.1432664756446993,0
22969,HOMEMADE JAM SCENTED CANDLES,17504.2,429,12080,140,526,12,185.79999999999998,17318.399999999998,1.4503422053231938,0.011456628477905073,23.0,32.92,373,32.761394101876675,3
22970,LONDON BUS COFFEE MUG,9582.15,180,4213,16,279,12,33.6,9548.550000000001,2.487544483985765,0.003783400331047529,15.0,34.22,358,11.812849162011172,3
22971,QUEENS GUARD COFFEE MUG,5603.57,165,2365,16,238,12,37.65,5565.92,2.5187916666666665,0.006719865602687947,10.0,23.39,358,6.650837988826815,3
22972,CHILDREN'S SPACEBOY MUG,2746.1599999999994,137,1688,34,186,12,56.099999999999994,2690.0599999999995,1.653422459893048,0.019744483159117306,9.0,14.46,373,4.616621983914209,3
22972,CHILDRENS SPACEBOY MUG,39.599999999999994,2,24,0,2,1,0.0,39.599999999999994,1.65,0.0,12.0,19.8,373,0.064343163538874,1
22973,CHILDREN'S CIRCUS PARADE MUG,1914.5799999999997,81,1186,22,115,12,36.3,1878.2799999999997,1.6713793103448276,0.018211920529801324,11.0,16.33,372,3.247311827956989,3
22974,CHILDRENS DOLLY GIRL MUG,2443.14,126,1514,20,164,12,33.0,2410.14,1.684909090909091,0.01303780964797914,9.0,14.7,370,4.145945945945946,3
22975,SPACEBOY CHILDRENS EGG CUP,1405.97,110,1118,1,143,12,1.25,1404.72,1.2750344827586206,0.0008936550491510277,8.0,9.82,372,3.0080645161290325,2
22976,CIRCUS PARADE CHILDRENS EGG CUP ,1282.34,77,1022,13,114,12,16.25,1266.09,1.2605217391304349,0.012560386473429951,9.0,11.11,373,2.774798927613941,3
22977,DOLLY GIRL CHILDRENS EGG CUP,1131.21,98,904,1,112,12,1.25,1129.96,1.26070796460177,0.0011049723756906078,8.0,10.09,369,2.4525745257452574,2
22978,PANTRY ROLLING PIN,9180.529999999999,153,2406,75,209,11,272.61,8907.92,3.7504306220095693,0.030229746070133012,12.0,42.62,290,8.555172413793104,3
22979,PANTRY WASHING UP BRUSH,5785.71,225,3913,91,309,10,117.55000000000001,5668.16,1.495176848874598,0.022727272727272728,13.0,18.34,282,14.198581560283689,3
22980,PANTRY SCRUBBING BRUSH,3656.9399999999996,198,2286,81,248,11,124.04999999999998,3532.8899999999994,1.6731999999999998,0.034220532319391636,10.0,14.25,296,7.996621621621622,3
22981,PANTRY APPLE CORER,601.9499999999999,58,435,6,74,10,8.7,593.25,1.4474025974025975,0.013605442176870748,6.0,8.02,279,1.5806451612903225,0
22982,PANTRY PASTRY BRUSH,1307.05,120,1044,24,148,10,30.0,1277.05,1.3141216216216216,0.02247191011235955,7.0,8.63,282,3.7872340425531914,3
22983,CARD BILLBOARD FONT,2067.75,223,5026,133,334,12,48.599999999999994,2019.15,0.42715568862275444,0.025780189959294438,15.0,6.05,372,13.868279569892474,3
22984,CARD GINGHAM ROSE ,1063.66,91,2654,0,140,12,0.0,1063.66,0.42157142857142854,0.0,19.0,7.6,366,7.251366120218579,2
22985,WRAP BILLBOARD FONTS DESIGN,756.0,52,1800,0,62,10,0.0,756.0,0.42,0.0,29.0,12.19,372,4.838709677419355,2
22985,"WRAP, BILLBOARD FONTS DESIGN",731.0,34,1950,0,34,6,0.0,731.0,0.4152941176470588,0.0,57.0,21.5,372,5.241935483870968,2
22986,GINGHAM ROSE WRAP,766.5,68,1825,0,72,7,0.0,766.5,0.42,0.0,25.0,10.65,371,4.919137466307277,2
22986,WRAP GINGHAM ROSE ,943.92,69,2276,25,83,7,10.5,933.42,0.4192771084337349,0.01086484137331595,28.0,11.25,371,6.202156334231806,3
22987,WRAP SUMMER ROSE DESIGN,42.0,4,100,0,4,4,0.0,42.0,0.42,0.0,25.0,10.5,122,0.819672131147541,2
22988,SOLDIERS EGG CUP ,10070.220000000001,198,8757,112,335,11,132.78,9937.44,1.2557227138643068,0.012628255722178374,26.0,29.66,373,23.777479892761395,3
22989,SET 2 PANTRY DESIGN TEA TOWELS,8310.17,241,2693,24,315,11,78.0,8232.17,3.229719626168224,0.008833271991166729,9.0,26.13,309,8.792880258899677,3
22990,COTTON APRON PANTRY DESIGN,2670.54,117,602,126,151,11,553.6999999999999,2116.84,4.76921568627451,0.17307692307692307,5.0,14.02,306,2.3790849673202614,0
22991,GIRAFFE WOODEN RULER,6816.84,185,3708,708,239,11,1174.2,5642.639999999999,2.0461475409836067,0.16032608695652173,18.0,23.61,296,14.91891891891892,3
22992,REVOLVER WOODEN RULER ,8944.439999999999,217,4914,710,292,11,1181.7,7762.74,1.9597999999999998,0.12624466571834994,19.0,26.58,296,19.0,3
22993,SET OF 4 PANTRY JELLY MOULDS,14151.42,431,11769,68,875,11,85.0,14066.42,1.256932584269663,0.005744698825715975,14.0,16.08,296,39.98986486486486,3
22994,TRAVEL CARD WALLET RETROSPOT,882.24,89,2104,30,166,11,12.6,869.64,0.4196407185628742,0.014058106841611996,13.0,5.24,296,7.20945945945946,3
22995,TRAVEL CARD WALLET SUKI,932.88,90,2228,49,186,11,20.580000000000002,912.3,0.4193617021276596,0.021519543258673692,12.0,4.9,295,7.71864406779661,3
22996,TRAVEL CARD WALLET VINTAGE TICKET,1875.12,155,4540,26,296,11,10.92,1864.2,0.41940397350993375,0.0056942619360490585,15.0,6.3,295,15.477966101694916,3
22997,TRAVEL CARD WALLET UNION JACK,1038.9,101,2477,78,189,11,32.76,1006.14,0.41968421052631577,0.030528375733855185,14.0,5.32,293,8.720136518771332,3
22998,TRAVEL CARD WALLET KEEP CALM,4641.32,218,11645,177,448,11,74.34,4566.98,0.42762749445676274,0.014972085941465065,26.0,10.19,296,39.939189189189186,3
22999,TRAVEL CARD WALLET RETRO PETALS,623.94,61,1489,0,88,5,0.0,623.94,0.4193406593406593,0.0,17.0,7.09,295,5.047457627118644,2
22999,TRAVEL CARD WALLET VINTAGE LEAF,554.4,66,1320,3,99,7,1.26,553.14,0.42,0.0022675736961451248,13.0,5.59,295,4.4847457627118645,2
23000,TRAVEL CARD WALLET TRANSPORT,1274.76,126,3042,39,209,11,16.38,1258.38,0.4197142857142857,0.012658227848101266,15.0,6.02,296,10.408783783783784,3
23002,TRAVEL CARD WALLET SKULLS,860.4,85,2052,128,148,11,53.76,806.64,0.4196,0.05871559633027523,15.0,5.45,296,7.364864864864865,3
23003,TRAVEL CARD WALLET VINTAGE ROSE ,225.78,38,541,0,52,5,0.0,225.78,0.41886792452830185,0.0,10.0,4.34,116,4.663793103448276,2
23004,TRAVEL CARD WALLET PANTRY,779.9,73,1853,184,127,11,77.28,702.62,0.42946153846153845,0.09032891507118311,16.0,5.53,296,6.881756756756757,3
23005,TRAVEL CARD WALLET I LOVE LONDON,1767.72,105,4346,1,176,9,0.42,1767.3,0.4193296089385475,0.00023004370830457787,25.0,10.04,295,14.735593220338982,2
23006,TRAVEL CARD WALLET FLOWER MEADOW,709.62,88,1693,78,135,11,32.76,676.86,0.41955555555555557,0.044042913608131,13.0,5.01,293,6.044368600682594,3
23007, SPACEBOY BABY GIFT SET,7048.549999999999,110,449,6,145,10,101.69999999999999,6946.849999999999,16.52241379310345,0.013186813186813187,3.0,47.91,275,1.6545454545454545,0
23008,DOLLY GIRL BABY GIFT SET,6534.049999999999,99,419,7,124,10,118.65,6415.4,16.433870967741935,0.01643192488262911,3.0,51.74,270,1.5777777777777777,0
23009,I LOVE LONDON BABY GIFT SET,3262.5499999999997,48,209,0,61,10,0.0,3262.5499999999997,16.425409836065572,0.0,3.0,53.48,273,0.7655677655677655,2
23010,CIRCUS PARADE BABY GIFT SET,4444.75,73,285,3,91,10,50.849999999999994,4393.9,16.48846153846154,0.010416666666666666,3.0,48.28,270,1.0666666666666667,0
23012,GLASS APOTHECARY BOTTLE PERFUME,3763.6400000000003,151,1014,8,203,7,31.6,3732.0400000000004,3.8833658536585367,0.007827788649706457,5.0,18.38,178,5.741573033707865,3
23013,GLASS APOTHECARY BOTTLE TONIC,3211.09,135,865,6,183,7,23.7,3187.3900000000003,3.886630434782609,0.006888633754305396,5.0,17.42,177,4.9209039548022595,3
23014,GLASS APOTHECARY BOTTLE ELIXIR,2951.78,122,798,9,163,7,35.55,2916.2300000000005,3.908666666666667,0.011152416356877323,5.0,17.89,178,4.533707865168539,3
23015,CORDIAL GLASS JUG,247.5,14,30,7,16,5,57.75,189.75,8.25,0.1891891891891892,2.0,11.86,155,0.23870967741935484,0
23015,CORDIAL JUG,49.5,2,6,0,2,2,0.0,49.5,8.25,0.0,3.0,24.75,155,0.03870967741935484,1
23016,GLASS TWIST BON BON JAR,512.85,19,69,3,20,7,19.950000000000003,492.9,7.67,0.041666666666666664,4.0,24.64,173,0.4161849710982659,0
23017,APOTHECARY MEASURING JAR,751.4000000000001,20,64,1,22,6,12.5,738.9000000000001,12.193181818181818,0.015384615384615385,3.0,33.59,149,0.436241610738255,0
23018,LARGE APOTHECARY MEASURING JAR ,587.2,19,50,0,20,6,0.0,587.2,12.2975,0.0,2.0,29.36,144,0.3472222222222222,1
23019,SMALL APOTHECARY MEASURING JAR ,629.0500000000001,26,81,0,28,7,0.0,629.0500000000001,8.078571428571427,0.0,3.0,22.47,170,0.4764705882352941,1
23020,GLASS  SONGBIRD STORAGE JAR,1965.3,65,165,6,75,7,73.65,1891.65,12.338000000000001,0.03508771929824561,2.0,25.22,177,0.9661016949152542,0
23020,GLASS SONGBIRD STORAGE JAR,126.7,3,11,0,3,3,0.0,126.7,12.049999999999999,0.0,4.0,42.23,177,0.062146892655367235,1
23021,GLASS BONNE JAM JAR,475.95000000000005,24,117,0,25,7,0.0,475.95000000000005,4.134,0.0,5.0,19.04,167,0.7005988023952096,2
23022,SMALL BONNE JAM JAR  T-LIGHT HOLDER,795.6800000000001,19,416,30,23,7,62.400000000000006,733.28,2.0336000000000003,0.06726457399103139,19.0,31.88,173,2.578034682080925,0
23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,411.43999999999994,23,260,2,24,7,3.3,408.13999999999993,1.7016666666666664,0.007633587786259542,11.0,17.01,168,1.5595238095238095,2
23024,LARGE BONNE JAM JAR  T-LIGHT HOLDER,662.0600000000001,8,254,2,11,6,4.98,657.08,2.7081818181818185,0.0078125,23.0,59.73,145,1.7655172413793103,2
23025,DRAWER KNOB VINTAGE GLASS BALL,669.61,40,317,6,47,7,12.48,657.13,2.123617021276596,0.018575851393188854,7.0,13.98,159,2.0314465408805034,0
23026,DRAWER KNOB VINTAGE GLASS STAR,1016.97,43,503,14,55,7,29.12,987.85,2.1057894736842107,0.027079303675048357,9.0,17.96,174,2.971264367816092,0
23027,DRAWER KNOB VINTAGE GLASS HEXAGON,596.96,26,287,0,27,7,0.0,596.96,2.08,0.0,11.0,22.11,163,1.7607361963190185,2
23028,DOORKNOB CRACKED GLAZE BLUE,238.49999999999997,3,162,0,3,2,0.0,238.49999999999997,1.5833333333333333,0.0,54.0,79.5,142,1.1408450704225352,2
23028,DRAWER KNOB CRACKLE GLAZE BLUE,1751.7899999999997,87,1079,7,114,6,11.55,1740.2399999999998,1.660782608695652,0.006445672191528545,10.0,15.27,142,7.647887323943662,3
23029,DOORKNOB CRACKED GLAZE GREEN,19.799999999999997,2,12,0,2,2,0.0,19.799999999999997,1.65,0.0,6.0,9.9,178,0.06741573033707865,1
23029,DRAWER KNOB CRACKLE GLAZE GREEN,2060.3999999999996,97,1272,28,144,7,46.199999999999996,2014.1999999999998,1.6472222222222221,0.021538461538461538,9.0,13.99,178,7.303370786516854,3
23031,DOORKNOB CRACKED GLAZE PINK,19.799999999999997,2,12,0,2,2,0.0,19.799999999999997,1.65,0.0,6.0,9.9,177,0.06779661016949153,1
23031,DRAWER KNOB CRACKLE GLAZE PINK,1967.9999999999998,93,1216,20,145,7,33.0,1934.9999999999998,1.6472413793103449,0.016181229773462782,9.0,13.34,177,6.983050847457627,3
23032,DOORKNOB CRACKED GLAZE IVORY,258.29999999999995,5,174,0,5,3,0.0,258.29999999999995,1.6099999999999999,0.0,35.0,51.66,170,1.0235294117647058,2
23032,DRAWER KNOB CRACKLE GLAZE IVORY,3348.5999999999995,115,2076,46,188,7,75.89999999999999,3272.7,1.6458333333333333,0.021677662582469368,11.0,17.41,170,12.48235294117647,3
23033,DRAWER KNOB CERAMIC RED,943.75,42,679,0,59,7,0.0,943.75,1.4398305084745764,0.0,12.0,16.0,178,3.8146067415730336,2
23034,DRAWER KNOB CERAMIC BLACK,1314.95,57,935,6,79,7,8.7,1306.25,1.4425925925925924,0.006376195536663124,12.0,16.53,178,5.286516853932584,3
23035,DOORKNOB CERAMIC IVORY,52.199999999999996,1,36,0,1,1,0.0,52.199999999999996,1.45,0.0,36.0,52.2,177,0.2033898305084746,1
23035,DRAWER KNOB CERAMIC IVORY,2863.39,110,2035,9,167,7,13.049999999999999,2850.3399999999997,1.4538095238095237,0.004403131115459882,12.0,17.07,177,11.548022598870057,3
23036,T-LIGHT HOLDER SILVER PETIT FOUR ,227.5,14,182,0,15,7,0.0,227.5,1.25,0.0,12.0,15.17,167,1.089820359281437,2
23037,CANDLE HOLDER SILVER MADELINE,315.28999999999996,17,193,0,18,7,0.0,315.28999999999996,1.7299999999999998,0.0,11.0,17.52,168,1.1488095238095237,2
23038,T-LIGHT HOLDER SILVER SAUCER,38.029999999999994,4,41,0,6,4,0.0,38.029999999999994,1.2299999999999998,0.0,7.0,6.34,148,0.27702702702702703,1
23039,T-LIGHT HOLDER SILVER HEART HANDLE,370.79999999999995,22,192,6,23,7,11.7,359.09999999999997,1.9375,0.030303030303030304,9.0,15.61,169,1.1715976331360947,0
23040,PAPER LANTERN 9 POINT SNOW STAR,69.0,4,12,0,4,3,0.0,69.0,5.75,0.0,3.0,17.25,225,0.05333333333333334,1
23040,PAPER LANTERN 9 POINT SNOW STAR ,1249.5,30,234,0,32,8,0.0,1249.5,5.726470588235294,0.0,7.0,39.05,225,1.04,2
23041,PAPER LANTERN 6 POINT SNOW STAR,107.9,6,26,0,6,4,0.0,107.9,4.15,0.0,4.0,17.98,225,0.11555555555555555,1
23041,PAPER LANTERN 9 POINT SNOW STAR,971.1,40,234,24,43,9,99.60000000000001,871.5000000000001,4.15,0.09302325581395349,6.0,20.27,225,1.1466666666666667,0
23042,PAPER LANTERN 7 POINT SNOW STAR,658.35,25,99,10,26,9,66.5,591.85,6.65,0.09174311926605505,4.0,22.76,218,0.5,0
23043,PAPER LANTERN 9 POINT HOLLY STAR 40,37.5,3,6,0,3,1,0.0,37.5,6.25,0.0,2.0,12.5,203,0.029556650246305417,1
23043,PAPER LANTERN 9 POINT HOLLY STAR L,431.25,15,69,0,16,5,0.0,431.25,6.25,0.0,4.0,26.95,203,0.3399014778325123,1
23044,PAPER LANTERN 9 POINT HOLLY STAR 23,74.7,5,18,0,5,3,0.0,74.7,4.15,0.0,4.0,14.94,208,0.08653846153846154,1
23044,PAPER LANTERN 9 POINT HOLLY STAR S,340.3,19,82,0,19,7,0.0,340.3,4.15,0.0,4.0,17.91,208,0.3942307692307692,1
23045,PAPER LANTERN 5 POINT STAR MOON ,439.90000000000003,17,106,20,19,5,83.0,356.90000000000003,4.15,0.15873015873015872,7.0,18.78,208,0.6057692307692307,0
23045,PAPER LANTERN 5 POINT STAR MOON 30,41.5,5,10,0,5,2,0.0,41.5,4.15,0.0,2.0,8.3,208,0.04807692307692308,1
23046,PAPER LANTERN 9 POINT DELUXE STAR,2091.55,31,347,0,34,7,0.0,2091.55,6.623529411764706,0.0,10.0,61.52,212,1.6367924528301887,2
23047,PAPER LANTERN 5 POINT SEQUIN STAR,287.5,21,50,0,21,7,0.0,287.5,5.75,0.0,2.0,13.69,201,0.24875621890547264,1
23047,PAPER LANTERN 5 POINT STUDDED STAR,46.0,4,8,0,4,3,0.0,46.0,5.75,0.0,2.0,11.5,201,0.03980099502487562,1
23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,2248.1400000000003,81,560,32,89,9,132.8,2115.34,4.190652173913044,0.05405405405405406,7.0,23.77,222,2.6666666666666665,0
23049,RECYCLED ACAPULCO MAT RED,3572.75,103,435,3,171,10,24.75,3548.0,8.245321637426901,0.00684931506849315,3.0,20.75,273,1.6043956043956045,0
23050,RECYCLED ACAPULCO MAT GREEN,3763.55,116,459,1,177,10,8.25,3755.3,8.240960451977402,0.002173913043478261,3.0,21.22,277,1.660649819494585,0
23051,RECYCLED ACAPULCO MAT BLUE,2741.35,95,335,2,135,10,16.5,2724.85,8.238148148148149,0.005934718100890208,2.0,20.18,276,1.2210144927536233,0
23052,RECYCLED ACAPULCO MAT TURQUOISE,4694.75,147,571,1,222,10,8.25,4686.5,8.246396396396397,0.0017482517482517483,3.0,21.11,274,2.0875912408759123,0
23053,RECYCLED ACAPULCO MAT PINK,2589.9,105,318,1,130,10,8.25,2581.65,8.231538461538461,0.003134796238244514,2.0,19.86,279,1.1433691756272402,0
23054,RECYCLED ACAPULCO MAT LAVENDER,2189.7,81,266,1,110,9,8.25,2181.45,8.242727272727274,0.003745318352059925,2.0,19.83,276,0.967391304347826,0
23055,IVORY CHANDELIER T-LIGHT HOLDER,1286.72,33,560,336,40,8,594.72,692.0,5.244761904761905,0.375,22.0,17.3,212,4.226415094339623,0
23056,CRYSTAL CHANDELIER T-LIGHT HOLDER,18.75,1,3,0,1,1,0.0,18.75,6.25,0.0,3.0,18.75,218,0.013761467889908258,1
23056,FLOWERS CHANDELIER T-LIGHT HOLDER,2770.91,32,863,483,42,8,1763.07,1007.84,5.882325581395349,0.3588410104011887,32.0,24.0,218,6.174311926605505,3
23057,BEADED CHANDELIER T-LIGHT HOLDER,1298.44,32,596,337,39,8,540.15,758.29,4.266410256410257,0.3612004287245445,24.0,19.44,213,4.380281690140845,0
23057,GEMSTONE CHANDELIER T-LIGHT HOLDER,347.70000000000005,7,78,0,7,4,0.0,347.70000000000005,4.835714285714286,0.0,11.0,49.67,213,0.36619718309859156,1
23058,CHRISTMAS HANGING SNOWFLAKE,421.02000000000004,39,486,0,44,4,0.0,421.02000000000004,1.1129545454545455,0.0,11.0,9.57,85,5.7176470588235295,2
23060,HEART BEADED TRELLIS DECORATION,507.52000000000004,34,244,0,39,9,0.0,507.52000000000004,2.08,0.0,6.0,13.01,234,1.0427350427350428,2
23061,VINTAGE EMBOSSED HEART,1102.46,72,886,3,85,9,3.75,1098.71,1.247529411764706,0.003374578177727784,10.0,12.93,232,3.831896551724138,2
23061,VINTAGE ENGRAVED HEART,75.0,4,60,0,4,2,0.0,75.0,1.25,0.0,15.0,18.75,232,0.25862068965517243,1
23064,CINDERELLA CHANDELIER ,3617.6000000000004,20,220,71,32,8,1514.05,2103.55,42.1703125,0.24398625429553264,9.0,65.74,207,1.4057971014492754,0
23065,LARGE DECO JEWELLERY STAND,2977.8,77,246,1,89,8,12.5,2965.3,12.469662921348315,0.004048582995951417,3.0,33.32,217,1.1382488479262673,0
23065,LARGE JEWELLERY STAND,125.0,4,10,0,4,1,0.0,125.0,12.5,0.0,2.0,31.25,217,0.04608294930875576,1
23066,SMALL DECO JEWELLERY STAND,1831.65,64,229,1,71,7,8.25,1823.4,8.227464788732394,0.004347826086956522,3.0,25.68,172,1.3372093023255813,0
23066,SMALL JEWELLERY STAND,132.0,6,16,0,6,1,0.0,132.0,8.25,0.0,3.0,22.0,172,0.09302325581395349,1
23067,HANGING ENGRAVED METAL HEART,1137.1000000000001,63,274,0,71,9,0.0,1137.1000000000001,4.15,0.0,4.0,16.02,225,1.2177777777777778,2
23068,ALUMINIUM HEART,74.7,6,30,0,6,3,0.0,74.7,2.49,0.0,5.0,12.45,232,0.12931034482758622,1
23068,ALUMINIUM STAMPED HEART,1852.5500000000002,100,771,0,124,9,0.0,1852.5500000000002,2.476984126984127,0.0,6.0,14.94,232,3.3232758620689653,2
23069,EDWARDIAN PHOTO FRAME,543.75,27,87,0,31,9,0.0,543.75,6.25,0.0,3.0,17.54,222,0.3918918918918919,1
23070,EDWARDIAN HEART PHOTO FRAME,610.0500000000001,29,147,0,33,8,0.0,610.0500000000001,4.15,0.0,4.0,18.49,214,0.6869158878504673,2
23071,MARIE ANTOIENETT TRINKET BOX GOLD,12.5,1,1,0,1,1,0.0,12.5,12.5,0.0,1.0,12.5,190,0.005263157894736842,1
23071,MARIE ANTOINETTE TRINKET BOX GOLD,1167.6,15,312,76,20,5,434.0,733.6,9.888095238095238,0.1958762886597938,19.0,36.68,190,2.042105263157895,0
23072,MARIE ANTOINETTE TRINKET BOX SILVER,1099.0,21,326,72,24,5,384.0,715.0,10.270833333333334,0.18090452261306533,17.0,29.79,172,2.313953488372093,0
23073,GEORGIAN TRINKET BOX,1681.5,49,141,1,60,9,12.5,1669.0,12.41,0.007042253521126761,2.0,27.82,227,0.6255506607929515,0
23074,EMBOSSED HEART TRINKET BOX,444.02000000000004,32,221,6,36,4,12.48,431.54,2.0638888888888887,0.02643171806167401,6.0,11.99,88,2.5795454545454546,0
23075,DOUBLE CERAMIC PARLOUR HOOK,91.30000000000001,5,22,0,5,4,0.0,91.30000000000001,4.15,0.0,4.0,18.26,234,0.09401709401709402,1
23075,PARLOUR CERAMIC WALL HOOK,1819.2500000000002,58,443,34,78,9,141.10000000000002,1678.15,4.144871794871795,0.07127882599580712,6.0,21.51,234,2.0384615384615383,0
23076,ICE CREAM SUNDAE LIP GLOSS,9638.16,202,7896,28,250,10,35.0,9603.16,1.24496,0.0035335689045936395,32.0,38.41,260,30.476923076923075,3
23077,DOUGHNUT LIP GLOSS ,11615.7,217,9642,60,311,10,75.0,11540.7,1.241897106109325,0.006184291898577613,31.0,37.11,261,37.172413793103445,3
23078,ICE CREAM PEN LIP GLOSS ,8077.31,159,6607,48,215,10,60.0,8017.31,1.2451162790697674,0.007212622088655147,31.0,37.29,259,25.694980694980696,3
23079, TOADSTOOL BEDSIDE LIGHT ,17.9,1,2,0,1,1,0.0,17.9,8.95,0.0,2.0,17.9,211,0.009478672985781991,1
23079,TOADSTOOL BEDSIDE LIGHT ,2180.7,82,246,14,110,8,125.3,2055.3999999999996,8.937387387387387,0.05384615384615385,2.0,18.69,211,1.2322274881516588,0
23080,RED METAL BOX TOP SECRET,7920.78,148,998,11,228,8,90.75,7830.03,8.355689655172414,0.010901883052527254,4.0,34.34,212,4.759433962264151,0
23081,GREEN METAL BOX ARMY SUPPLIES,3474.39,78,437,6,114,8,49.5,3424.89,8.33780701754386,0.013544018058690745,4.0,30.04,212,2.089622641509434,0
23081,GREEN METAL BOX TOP SECRET,132.0,4,16,0,4,2,0.0,132.0,8.25,0.0,4.0,33.0,212,0.07547169811320754,1
23082,SET 6 PAPER TABLE LANTERN HEARTS ,8110.68,205,2260,28,269,8,103.16,8007.52,3.721563636363636,0.012237762237762238,9.0,29.77,212,10.79245283018868,3
23083,SET 6 PAPER TABLE LANTERN STARS ,6735.88,162,1859,63,212,8,214.17000000000002,6521.71,3.7588372093023255,0.032778355879292405,9.0,30.76,207,9.285024154589372,3
23084,RABBIT NIGHT LIGHT,51251.24,450,27153,108,816,8,208.4,51042.840000000004,2.0129355608591886,0.003961703532518983,33.0,62.55,213,127.98591549295774,3
23085,ANTIQUE SILVER BAUBLE LAMP  ,3437.7000000000003,64,369,13,77,7,128.75,3308.9500000000003,10.037349397590361,0.034031413612565446,5.0,42.97,207,1.8454106280193237,0
23086,ZINC  STAR T-LIGHT HOLDER ,1357.79,30,1183,16,36,8,20.0,1337.79,1.2325,0.013344453711426188,33.0,37.16,203,5.906403940886699,3
23086,ZINC STAR T-LIGHT HOLDER ,10.0,1,8,0,1,1,0.0,10.0,1.25,0.0,8.0,10.0,203,0.03940886699507389,1
23087,ZINC  HEART T-LIGHT HOLDER,997.1800000000001,43,830,15,50,7,18.75,978.4300000000001,1.2374,0.01775147928994083,17.0,19.57,197,4.289340101522843,3
23088,ZINC HEART FLOWER T-LIGHT HOLDER,947.18,52,760,0,57,8,0.0,947.18,1.306315789473684,0.0,13.0,16.62,209,3.6363636363636362,2
23089,GLASS BON BON JAR,3495.2699999999995,101,2135,15,141,8,25.65,3469.62,1.7718055555555554,0.0069767441860465115,15.0,24.61,209,10.287081339712918,3
23090,VINTAGE GLASS T-LIGHT HOLDER,1722.79,96,2129,9,123,8,7.47,1715.32,0.8573809523809524,0.00420954162768943,17.0,13.95,206,10.37864077669903,3
23091,METAL HERB GERDEN CONTAINER,139.68,5,24,0,5,3,0.0,139.68,6.078,0.0,5.0,27.94,184,0.13043478260869565,1
23091,ZINC HERB GARDEN CONTAINER,3279.82,155,535,7,191,7,43.75,3236.07,6.292291666666666,0.012915129151291513,3.0,16.94,184,2.9456521739130435,0
23092,LARGE ANTIQUE WHITE PHOTO FRAME,3568.26,96,507,10,134,8,77.75,3490.51,7.798731343283582,0.019342359767891684,4.0,26.05,207,2.497584541062802,0
23093,SMALL PARISIENNE HEART PHOTO FRAME ,2122.67,105,915,3,125,8,7.470000000000001,2115.2000000000003,2.47312,0.0032679738562091504,7.0,16.92,205,4.478048780487805,3
23094,LE GRAND TRAY CHIC SET,1837.5,65,147,2,76,7,25.0,1812.5,12.5,0.013422818791946308,2.0,23.85,195,0.764102564102564,0
23096,PETIT TRAY CHIC,1606.7299999999998,89,993,0,117,8,0.0,1606.7299999999998,1.728974358974359,0.0,8.0,13.73,210,4.728571428571429,2
23099,FRENCH CARRIAGE LANTERN,858.9000000000001,46,132,8,58,8,53.2,805.7,6.588983050847458,0.05714285714285714,2.0,13.89,205,0.6829268292682927,0
23100,SILVER BELLS TABLE DECORATION,2562.1,180,2090,1,214,8,1.25,2560.85,1.2461818181818183,0.00047824007651841227,10.0,11.97,212,9.86320754716981,2
23101,SILVER STARS TABLE DECORATION,1569.62,175,1942,0,190,8,0.0,1569.62,0.8265445026178011,0.0,10.0,8.26,210,9.247619047619047,2
23102,SILVER HEARTS TABLE DECORATION,995.3299999999999,128,1231,0,139,8,0.0,995.3299999999999,0.8268794326241135,0.0,9.0,7.16,208,5.918269230769231,2
23103,BELL HEART DECORATION,387.0,9,252,0,9,4,0.0,387.0,1.6277777777777775,0.0,28.0,43.0,212,1.1886792452830188,2
23103,JINGLE BELL HEART DECORATION,6055.949999999999,224,3679,28,310,8,46.199999999999996,6009.749999999999,1.6481308411214952,0.007553277582951173,12.0,19.39,212,17.485849056603772,3
23104,IVORY CAFE HANGING LAMP ,1330.5,37,114,0,43,8,0.0,1330.5,12.304651162790698,0.0,3.0,30.94,210,0.5428571428571428,2
